Mode,Date,Time,RTT,CPU,RAM,Latency,LossRate,Throughput,SuccessRate
DDoS,2025-05-13,14:30:43,0.1727595329284668,65.31685813652525,80.2591932947578,0.0863797664642334,98.5515746461396,13.604940069446801,0.0
DDoS,2025-05-13,14:53:33,0.1727595329284668,44.02873799416498,87.12248372141228,67.44578098987776,100.0,8.69972798707075,0.0
Normal,2025-05-13,14:31:17,65.34935199695691,55.968943968797774,80.38807820884392,35.10927528332446,100.0,1.9175004926763637,0.0
DDoS,2025-05-13,15:08:37,0.1727595329284668,38.52601389727557,88.37727688936819,6.110235283656365,96.92201534011795,0.0020057472575365,9.878908690316827
DDoS,2025-05-13,14:42:09,9.960781412997262,75.38073968506721,84.40196652874636,18.86308165604366,100.0,6.770526115549881,0.6061353536130926
DDoS,2025-05-13,16:37:08,87.92949197670917,56.17083963202347,85.28658049659325,112.70658867293739,86.24354753321539,0.0020057472575365,6.517728223786087
Normal,2025-05-13,15:45:31,0.1727595329284668,96.90921877894763,88.64816459177727,44.63414156535887,6.87202634440166,8.772395889276789,98.5812379166864
DDoS,2025-05-13,18:29:01,1720.485267818086,54.72817820961355,85.52885907920816,832.9328278646996,86.03334311938815,1.5947937893808146,0.0
Normal,2025-05-13,14:32:03,0.1727595329284668,66.46502898737316,81.70478719941318,0.0863797664642334,100.0,3.816974482786656,0.0
Normal,2025-05-13,14:34:28,56.95019469885822,50.911746449327126,82.60682742577004,12.766688911513699,100.0,0.5870518771718523,0.4536873369383374
Normal,2025-05-13,14:40:34,0.1727595329284668,42.020735623610655,89.51572868513827,24.64025155898902,10.983059040853563,4.949422377218822,89.98038034405833
Normal,2025-05-13,14:53:20,132.7545443584003,58.84081116824447,86.37441349128592,11.068219625690842,1.3699008258186762,0.0020057472575365,95.94578957519396
DDoS,2025-05-13,14:31:23,9.190625368411064,50.14003613577844,80.94670435342468,31.892312572795454,84.02564223773157,4.4059654277173435,3.3610769294902374
Normal,2025-05-13,14:31:16,57.59444164020288,43.36118273565444,79.37666312933872,2.2960634754874194,3.273417076952944,43.97294419182912,81.47730751960428
Normal,2025-05-13,18:39:40,155.22274691013445,57.78830011241548,77.87614355043425,36.59085363235275,0.0,0.0020057472575365,95.9030465078174
DDoS,2025-05-13,14:57:44,125.34783389368701,40.387229961523765,85.39013782470428,41.742274300076545,100.0,0.0020057472575365,13.785688127854327
Normal,2025-05-13,15:16:20,27.90640951745113,41.693509490133074,84.66053871296471,31.96212166994839,6.173194699064055,12.416511219834518,83.65294492464741
DDoS,2025-05-13,15:06:04,0.1727595329284668,68.72491340946458,81.75241699722568,4.83218463278086,99.1878301163975,0.0020057472575365,9.965205742690376
Normal,2025-05-13,16:34:09,58.011575285932445,66.50730898923813,84.48863404626717,68.27348370763995,0.0,0.0020057472575365,82.46185452511847
Normal,2025-05-13,15:07:08,0.1727595329284668,97.761801077271,82.6054813737217,7.613612154665222,0.0,8.690344972080538,100.0
DDoS,2025-05-13,15:24:41,51.07845556909772,57.468730884914805,89.5789872352085,17.43180626928286,83.70150510240995,0.0020057472575365,0.7770174073138972
DDoS,2025-05-13,15:20:47,0.1727595329284668,54.447466895898586,89.40645006368942,11.175321601297927,98.85473640104301,10.976914279539756,9.145355615406286
Normal,2025-05-13,15:07:27,0.1727595329284668,46.671480072808286,85.59817886375909,26.08181361061894,0.0,10.278092165942445,100.0
Normal,2025-05-13,15:38:41,98.69070871009018,52.83338141459214,83.61236081701614,4.014708973168949,0.0,0.7414626869120817,93.09549080239192
DDoS,2025-05-13,14:29:15,0.1727595329284668,51.40867712333131,78.07541256981938,8.675409697411226,94.56537671763193,31.663611714263585,0.0
Normal,2025-05-13,14:32:25,78.44394519869907,53.25386325946049,80.42270110362047,12.518951944314125,0.13541521142570073,0.0020057472575365,90.5205586865763
DDoS,2025-05-13,14:43:48,0.1727595329284668,45.32331252907795,83.30271830789262,6.00177011952001,100.0,17.861293617425623,0.0
Normal,2025-05-13,14:29:38,20.020413740369904,38.548218165185716,78.57803320142949,0.0863797664642334,94.82611590860812,28.008667246992893,3.4473518548874873
Normal,2025-05-13,16:24:43,108.26129689936607,85.80516206675468,82.15733427849018,60.350720788542816,0.0,6.516539045206906,98.28215410790854
Normal,2025-05-13,14:37:03,47.481189667685776,78.13589350189494,89.46409304699326,0.0863797664642334,99.73007326338308,10.321208571221026,3.4780492856223675
DDoS,2025-05-13,14:34:58,0.1727595329284668,45.23311326833742,81.4645751590948,0.0863797664642334,93.18693257762035,5.54794067831833,0.0
DDoS,2025-05-13,15:19:26,191.33106963482368,39.54392649931249,87.7805577711515,30.57425555023332,100.0,8.314807138804529,0.0
DDoS,2025-05-13,14:39:18,0.1727595329284668,83.26291306043038,89.08375543624723,8.869957127321753,97.70886964023549,0.0020057472575365,9.716871583917905
Normal,2025-05-13,14:29:28,0.1727595329284668,45.51486570878613,80.0573937095354,0.9578262727073091,8.432772587117542,388.73836684226325,100.0
Normal,2025-05-13,18:30:07,39.91765184155649,56.13933543510119,77.76418040138773,15.464647849609822,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:29:33,0.1727595329284668,45.52059449149914,78.39870075769507,27.50726148470983,100.0,52.580391153851735,0.0
DDoS,2025-05-13,15:39:22,0.1727595329284668,42.16825395353016,82.7466508692547,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:07:15,101.46478058130293,86.27784565528388,83.95457831810695,0.0863797664642334,94.65652189009906,0.0020057472575365,0.0
DDoS,2025-05-13,15:52:57,114.26026741478705,71.0286829824214,65.53878854288823,10.876292519171217,94.51689693304044,0.0020057472575365,0.0
DDoS,2025-05-13,15:16:28,61.24567564416019,57.799003052268745,82.93404103344432,19.070172771491173,100.0,2.541548218932669,0.8561302429753194
DDoS,2025-05-13,14:39:39,22.69306251391852,39.79556290854555,89.74170561741747,0.0863797664642334,99.01589106822871,6.343101730220839,1.7616960188573927
DDoS,2025-05-13,14:58:41,19.179164491164315,82.35711056769323,85.8018762114589,4.882636066437724,95.20627710017418,5.691900143077935,0.0
DDoS,2025-05-13,15:00:59,17.810262900490994,43.408783315084264,85.10995977053564,0.0863797664642334,100.0,3.397543119765357,8.754109840017335
DDoS,2025-05-13,14:32:15,0.1727595329284668,62.804536942041864,80.71022756358371,3.7182967370751916,100.0,0.0020057472575365,11.21153473084305
Normal,2025-05-13,15:24:18,57.1468871395867,54.048357570475495,89.73106711762912,73.24490370165796,92.0797982410364,0.0020057472575365,6.350775624567807
DDoS,2025-05-13,18:37:48,37.22174927713801,49.48442548436503,78.37488548909367,18.712815363493153,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,18:40:44,37.844734379710104,36.86175093973412,76.76431570683081,15.363504028158324,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:53:46,125.11108536722439,60.91056304854632,71.48213465140955,35.15848262478723,0.0,6.4730907105469475,91.13772959361708
Normal,2025-05-13,15:08:33,0.1727595329284668,57.93388032604371,87.39594246446525,2.234045200430569,0.06350730937132121,1.5435460773618646,100.0
DDoS,2025-05-13,15:49:49,85.99230863678355,36.8738861171609,82.88868409231321,0.0863797664642334,100.0,0.0020057472575365,6.090258763572567
DDoS,2025-05-13,14:38:07,105.56032561885611,100.0,87.03653028024792,29.370304839518933,99.30474434161871,0.0020057472575365,0.0
DDoS,2025-05-13,14:57:09,28.97931395604734,47.01446324118297,85.31541186831765,14.463712406481399,99.98609090100798,6.21250425765044,0.0
DDoS,2025-05-13,14:40:37,49.650634905371504,45.14518837777437,88.50914352874706,0.0863797664642334,93.96709115873368,3.7033873624095914,6.197946752326561
Normal,2025-05-13,15:45:32,28.89966797711419,52.111609985607174,86.64041612084128,31.061443907987304,0.0,7.3160089144370755,96.98506206702342
Normal,2025-05-13,16:37:39,130.37772480876788,45.72361107564506,80.02970397864709,63.47287096167894,0.0,0.0020057472575365,87.46207012087805
DDoS,2025-05-13,15:37:43,0.1727595329284668,54.57852244118624,82.85855841838195,0.0863797664642334,100.0,0.0020057472575365,10.575879263878393
Normal,2025-05-13,15:38:58,19.356917110251437,75.84695750404664,85.71001241072348,2.289867916220574,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,14:59:23,22.87024708736623,50.340678053437784,85.73251263523045,0.0863797664642334,96.4057253419574,3.084875174996119,10.788483049528688
DDoS,2025-05-13,15:09:42,0.1727595329284668,83.7008565068785,89.8072177874829,27.877263263543902,90.7225262419753,5.455744693843935,3.6071826779363056
Normal,2025-05-13,14:33:45,77.36502076827854,72.072139645286,81.89971313497952,0.0863797664642334,97.54900489743027,0.0020057472575365,7.459895388793466
DDoS,2025-05-13,14:30:09,31.781707489179556,61.298165229833444,79.48379587889997,5.573288480052009,0.0,161.74020722976684,96.3166106497294
Normal,2025-05-13,14:29:11,0.1727595329284668,85.0816555398383,77.99580529627018,0.0863797664642334,3.623035505041179,369.9946442740616,100.0
DDoS,2025-05-13,16:30:27,0.1727595329284668,64.45224275420067,83.49056814514097,40.01137896798099,0.0,5.959931781816472,100.0
DDoS,2025-05-13,16:29:01,17.076772552946657,39.81480979596115,85.81194573487319,59.8434682610566,83.47039433566992,3.3743471476232143,0.0
Normal,2025-05-13,14:59:41,112.7625459447026,43.16778020587314,85.1920474532472,35.936691795840524,0.0,8.550804026673063,100.0
Normal,2025-05-13,14:54:54,50.95727748931654,68.08226773349514,81.06384053213242,0.0863797664642334,0.0,7.132287796206187,95.60299177293633
DDoS,2025-05-13,14:45:06,25.597850162551747,84.49723403829105,85.12391615701361,0.0863797664642334,99.16907835734351,0.0020057472575365,13.092264976692315
DDoS,2025-05-13,15:10:28,0.1727595329284668,29.06618244170755,88.88218972415316,7.107830756204425,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:30:52,0.1727595329284668,90.85535527603619,81.37590917248691,23.39829314824307,7.677859061954963,57.20427876309792,95.82404266837563
Normal,2025-05-13,14:29:46,0.1727595329284668,79.88025478431896,78.73688672973762,0.0863797664642334,2.8508401155810805,246.05945304586356,93.87435863792078
DDoS,2025-05-13,18:40:11,119.15358388690477,56.66901275169566,74.74516144039886,85.99008102860213,100.0,1.1026432860338027,0.0
Normal,2025-05-13,15:54:20,23.854830923813807,55.14737996204697,73.26252767309731,62.144380688156744,100.0,14.059446545652726,0.0
DDoS,2025-05-13,14:29:11,64.09020029326497,61.01038616054673,77.714857694822,0.0863797664642334,91.8063190258219,11.744698574629414,1.235425476351263
Normal,2025-05-13,14:46:18,6.338698213398697,39.426086635936514,84.63186878900203,12.532009771116147,1.128336535979931,3.172139814238873,100.0
Normal,2025-05-13,14:48:26,0.1727595329284668,38.532042722294285,85.9952767782637,0.0863797664642334,1.8879574432107566,1.0729029962549208,100.0
Normal,2025-05-13,15:28:45,106.14637692022251,78.78210186068416,89.73080987103614,60.25683817729822,5.713605771944529,3.203113682360277,100.0
DDoS,2025-05-13,14:29:56,0.1727595329284668,60.03567730873622,79.94328803195457,27.69643171591209,97.29164848411028,14.380062615921615,0.0
Normal,2025-05-13,15:31:59,29.11315841020066,70.5325566819626,79.71863454936667,32.01911394223342,0.0,4.535222425505909,100.0
DDoS,2025-05-13,14:31:13,0.1727595329284668,70.71121581008812,80.76562684889686,16.914648684366515,100.0,6.474695971639391,7.983137406774946
DDoS,2025-05-13,14:39:25,0.1727595329284668,54.660933709498906,86.76692630680357,26.148006328509236,99.71316727751423,0.0020057472575365,6.797506467906447
DDoS,2025-05-13,15:34:00,48.00331985555677,34.623375445566744,82.14946881735854,27.48704459720754,100.0,9.113448319744984,0.0
Normal,2025-05-13,15:03:34,0.1727595329284668,37.90999878716175,86.69566611049369,0.38194294704259946,0.0,0.0020057472575365,100.0
Normal,2025-05-13,15:12:31,43.98996518508953,94.17126576483848,88.60502246713162,8.308800489889745,0.0,7.258052239192616,93.98346033474715
Normal,2025-05-13,16:33:47,23.27866021876254,33.63251435801804,86.28510973120775,40.32581575023368,0.0,11.198504793269668,100.0
DDoS,2025-05-13,18:30:22,0.1727595329284668,57.94950009411698,85.12709046886624,52.81363215109338,98.10953873074611,0.0020057472575365,0.0
Normal,2025-05-13,14:37:18,0.1727595329284668,39.912177832120584,88.1356849997546,0.0863797664642334,13.99555949914395,12.016261497134643,100.0
Normal,2025-05-13,15:06:18,0.1727595329284668,57.35685623609378,79.07203996225074,11.944949249555009,9.585723293322767,8.834291932373473,95.05858799092428
Normal,2025-05-13,15:31:59,73.37246674024247,72.01030903519118,78.97038824387474,0.0863797664642334,4.091889887063621,0.0020057472575365,100.0
Normal,2025-05-13,15:10:07,0.1727595329284668,60.871831421260545,91.2682464371937,0.0863797664642334,1.932600086522629,3.7506609451996313,100.0
DDoS,2025-05-13,15:08:59,46.184389345162565,54.328560226478125,90.46838972593028,18.19667813701561,89.14872051172037,0.0020057472575365,5.3837754874953605
DDoS,2025-05-13,15:06:06,77.04032729117601,79.45702312835213,81.7308293132988,0.0863797664642334,92.60489086835729,0.0020057472575365,2.8028844216094697
DDoS,2025-05-13,18:34:32,162.27339776154963,79.45340277470099,77.3667116317843,84.62981100362083,100.0,1.565800917004763,1.2095302420433554
DDoS,2025-05-13,16:31:06,84.18827631768127,31.619745142253127,84.14418391844684,43.83333121037443,97.97318826459136,0.0020057472575365,3.9552293927485875
DDoS,2025-05-13,18:37:21,14.82883648831146,100.0,83.60889307868939,82.43821761626731,100.0,9.797512899110556,0.0
Normal,2025-05-13,15:07:31,49.7910013669453,33.34651628521929,84.65522837410155,0.0863797664642334,0.0,6.173875653827988,100.0
Normal,2025-05-13,14:30:29,0.1727595329284668,97.9075128439967,77.58489193502331,41.92878578180972,0.0,83.96676159868278,100.0
Normal,2025-05-13,14:29:25,0.1727595329284668,72.92038281539402,79.15178084623356,12.17891101694514,13.34574809017948,156.58957828673113,97.08169214892472
DDoS,2025-05-13,15:00:05,11.656552674760814,80.69473128592779,87.23269131726461,0.0863797664642334,100.0,5.868723511816141,0.0
Normal,2025-05-13,14:39:57,108.5257665844563,86.76659549369373,89.31984533639914,8.177096459492555,0.0,4.049736111842919,89.60413875227655
Normal,2025-05-13,15:37:01,0.1727595329284668,63.20940570773769,82.65894418734355,16.24394451005561,5.2971684976837,0.0020057472575365,100.0
Normal,2025-05-13,14:29:48,0.1727595329284668,89.4847255483262,78.63243237863902,4.367074590494349,8.994945297073494,197.9745337310418,100.0
Normal,2025-05-13,14:30:31,28.741478193837864,100.0,77.60976544133833,12.209958828168093,0.0,56.830890746058245,94.93971850807114
Normal,2025-05-13,14:39:57,51.23560032927058,88.90225753561083,89.75994659661386,61.17070564506248,0.0,18.065848622370524,100.0
DDoS,2025-05-13,14:35:50,77.3700186250885,70.1178961697525,83.55999602454727,0.0863797664642334,95.81745718799985,2.7579877660468277,1.758786353248738
Normal,2025-05-13,15:38:25,0.1727595329284668,63.61939735301588,84.0545171567105,20.106497572718403,10.30555328593305,4.065880559398634,89.37895763117749
Normal,2025-05-13,15:03:02,88.34490622422675,50.17916610960856,86.28540335904952,16.958416552649496,0.0,0.0020057472575365,85.58080018796862
DDoS,2025-05-13,15:26:57,48.51904977728648,74.44623946925071,91.62546466956991,0.0863797664642334,88.03403827910185,0.0020057472575365,0.0
DDoS,2025-05-13,14:32:31,60.26267964331866,75.41876252634646,80.30545497918325,40.491217651593445,100.0,0.9978896209991113,5.177818692501582
Normal,2025-05-13,15:50:15,0.1727595329284668,94.30948582557198,86.35750144841714,4.7952071760762305,4.536719515834099,2.6803029401073966,93.40941700345856
DDoS,2025-05-13,15:19:26,52.2386110389632,46.402337315472536,89.11456964126455,7.856113842425209,93.23292708647715,0.0020057472575365,0.0
Normal,2025-05-13,15:31:24,53.019573168084804,39.4401410058258,77.14474236400437,10.879300105324786,0.0,2.6749728429162563,99.99547216588837
Normal,2025-05-13,15:17:18,58.55310704904194,88.69458838230818,82.895629230709,27.3696581647145,2.1450701178294933,5.4855175915072065,96.96919505951757
Normal,2025-05-13,16:29:38,110.29259212826776,50.35014532441978,85.85304369038457,25.905767753459173,100.0,0.0020057472575365,0.1587314789013303
Normal,2025-05-13,15:06:03,12.753227134419873,80.52048791475706,80.75328305727642,0.0863797664642334,91.32346933897013,15.620105751133552,3.1832298968192063
DDoS,2025-05-13,15:35:57,0.1727595329284668,56.5138271880417,82.03179396193909,12.732154883775744,92.45892637526597,0.0020057472575365,0.0
DDoS,2025-05-13,14:44:40,46.8926092386232,46.628711684359686,83.77366959026438,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:00:46,77.90300199195403,41.31902582457972,84.70551973486286,30.753008226662388,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,16:23:16,1707.5923164694486,91.95405917657916,80.96672541794268,853.4350078456948,100.0,0.0020057472575365,11.056425115393658
Normal,2025-05-13,15:37:40,54.35600737483709,32.48500685137911,82.055941518289,0.0863797664642334,0.0,0.0020057472575365,92.60384390596538
Normal,2025-05-13,15:44:26,17.780714270149666,42.06018959211837,89.20740577717561,52.82053114050447,0.0,5.192285134031113,100.0
Normal,2025-05-13,15:29:21,0.1727595329284668,41.26005583101969,88.93506948119436,9.736885243371374,0.0,6.8399644318797375,95.57311887850956
DDoS,2025-05-13,15:45:02,29.27859544537374,76.52323505434269,88.41122239044161,12.01438759438124,100.0,16.55967603827209,0.0
DDoS,2025-05-13,14:37:03,10.004917321123344,74.3406693070733,90.08788837265767,13.210227336415407,96.89840577993519,11.269406543773915,0.0
Normal,2025-05-13,14:30:09,0.1727595329284668,58.03896639720406,78.46094371124991,0.0863797664642334,0.0,150.81805891373034,100.0
Normal,2025-05-13,15:09:53,8.139403687622409,65.77921228854439,89.93827685356226,9.470110565400605,6.021883987797556,19.77417121466862,100.0
Normal,2025-05-13,14:54:19,7.282207809032702,78.20897872939867,84.7459822067455,24.404922074844755,3.80559744978223,3.3552423572542063,97.48659304240903
Normal,2025-05-13,14:29:25,37.11933351618894,59.699585296683885,79.67486601884217,0.0863797664642334,100.0,30.91638917979369,0.0
Normal,2025-05-13,15:35:40,16.813001573272267,52.857735206549684,80.0064163206304,0.0863797664642334,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,15:40:46,0.1727595329284668,62.67746441429608,82.01314155028065,7.999678632639043,99.36519646157592,1.1137733740779003,3.7310692066357185
Normal,2025-05-13,14:36:05,19.109611672144467,22.007935628206337,83.58842020993606,26.971340198040593,0.0,1.797001723096371,100.0
DDoS,2025-05-13,15:00:13,0.1727595329284668,58.60388843443004,86.19044362388783,29.407417611798365,80.59108562925003,0.0020057472575365,5.087248001539333
DDoS,2025-05-13,15:25:46,32.11664151501805,35.271395224355956,90.32423300809386,47.000311270193194,100.0,3.1994432481822153,3.93824527449875
DDoS,2025-05-13,15:32:40,0.1727595329284668,46.84857338665409,81.85762965326691,21.550523182648277,97.53015883728553,0.0020057472575365,3.163023573479911
DDoS,2025-05-13,14:29:15,33.47377716975946,53.28014761398654,78.79098718972226,0.0863797664642334,100.0,38.963133053200146,0.0
Normal,2025-05-13,15:06:15,11.885408703659255,65.7390204814386,83.11018498902605,0.0863797664642334,7.05577094301613,0.878838623214671,96.33634746590911
Normal,2025-05-13,15:29:15,39.12537870570749,43.858117316660625,88.7666479984317,56.45289267587057,0.03960980047419511,0.009142586096448024,100.0
DDoS,2025-05-13,14:31:13,0.1727595329284668,70.73511381322703,79.76520484678335,12.456150754562277,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:31:18,43.43978797907754,45.2536699712332,78.84493664192692,57.72715621908366,5.25247812856125,20.507764994805704,98.47114336874753
Normal,2025-05-13,14:30:40,0.1727595329284668,96.08780920029167,79.82160929340334,22.07792423606908,0.0,67.69986560191383,94.57792488021947
DDoS,2025-05-13,18:34:52,79.52240907666364,67.93655283007183,70.39086524328557,76.45810268441991,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:34:29,68.45279690172693,30.914855107928194,81.94245575779244,27.90161798226842,94.45545219560498,3.5123785909885257,0.0
Normal,2025-05-13,15:10:20,0.1727595329284668,88.32030680714618,87.36845697051776,0.0863797664642334,0.0,8.229046678979213,100.0
Normal,2025-05-13,16:26:12,58.93538227442349,31.354902379477696,84.20135134343334,17.945093120988606,99.08953161816969,11.969212439636967,0.0
DDoS,2025-05-13,14:50:16,0.1727595329284668,39.73417140979786,86.37687202586291,0.0863797664642334,88.05292382381577,1.5994226009741381,1.062670688985832
DDoS,2025-05-13,14:49:48,0.1727595329284668,73.17390627293533,85.03444899111541,23.058901149337583,100.0,0.0020057472575365,0.0
Normal,2025-05-13,15:53:38,45.19123654872967,68.17284336242776,71.27934497733104,44.124572433157255,0.0,0.0020057472575365,99.42966445611377
Normal,2025-05-13,14:46:49,0.1727595329284668,42.19795742832936,85.71661713426272,18.87862058668325,0.0,0.0020057472575365,94.38070560735045
DDoS,2025-05-13,16:25:06,132.69289448774418,45.778298199781034,79.83427224765428,70.25131227524463,100.0,4.600352409791373,0.0
Normal,2025-05-13,15:37:02,0.1727595329284668,92.1054692243947,81.22155386966949,17.57392087651343,3.155478145677507,7.078699452359445,100.0
Normal,2025-05-13,18:35:11,144.8352658397314,47.75164642052535,68.64285911051674,42.58442606076869,0.0,7.045118492005742,100.0
DDoS,2025-05-13,15:00:13,43.787687705107714,60.459447101873074,85.68719955148633,23.15971721293377,93.30940102956536,0.0020057472575365,0.0
Normal,2025-05-13,14:36:52,31.511100508653744,46.592332973783336,86.50488123499427,16.65126314809933,16.28535916719381,13.21039471492874,91.70736488736874
Normal,2025-05-13,14:35:32,0.1727595329284668,38.0159928359786,83.48133916623685,0.0863797664642334,0.0,17.97369078792575,94.29741130224274
DDoS,2025-05-13,16:30:20,152.8787401067578,47.65063862586856,83.77527942929785,41.84876273724167,0.0,16.187376356456287,100.0
DDoS,2025-05-13,14:29:51,0.1727595329284668,43.58846157361441,79.47122636648167,0.0863797664642334,100.0,24.05365454449247,0.0
DDoS,2025-05-13,14:39:39,93.53676062539989,40.490266405343675,88.6351453391431,32.97015246929203,100.0,0.0020057472575365,5.804255226353709
Normal,2025-05-13,15:36:43,0.1727595329284668,100.0,83.42065599835752,37.867004058774825,9.470631057093527,5.25410846100715,99.7462482273242
Normal,2025-05-13,14:30:31,33.328845769236175,100.0,78.42498783023804,31.815337628190044,0.0,48.2052416083598,98.82297488575898
Normal,2025-05-13,14:29:52,11.852315416369038,50.367619464480576,79.3114166682721,5.027557768109343,8.787344637251183,138.02390961942092,100.0
DDoS,2025-05-13,15:40:22,46.11265568944826,40.84149639875444,82.95669666140601,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,14:29:34,0.1727595329284668,21.972760635491486,78.76150170967637,0.0863797664642334,94.85124929652267,47.97449333937884,13.660078264849739
Normal,2025-05-13,14:36:41,0.1727595329284668,46.74157697871981,84.16324536723924,1.2883306222094069,0.0,5.120741816655235,85.70255669125802
Normal,2025-05-13,16:23:50,59.8906055976833,43.93154223498076,79.16420292039933,2.309613710850293,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,14:49:20,58.96620209638558,38.4386614477474,87.55145182542127,24.160255436463647,100.0,0.0020057472575365,14.90313587210258
Normal,2025-05-13,14:40:52,44.613315009727444,53.90092584769861,88.22416118499078,17.19023565747292,0.0,28.03596013613565,100.0
Normal,2025-05-13,14:42:22,10.145622826123363,56.76050775192422,85.50272323392151,0.0863797664642334,8.467222523062858,8.956483657799678,98.25082714248614
Normal,2025-05-13,15:50:50,44.18718527504539,34.304693774627054,85.30990246427916,2.0664539349353532,0.0,13.235482174788919,100.0
Normal,2025-05-13,14:50:01,44.719514605807724,78.37902776139907,86.01512714444489,32.88050186782282,0.0,12.839780640192174,94.97612827261631
DDoS,2025-05-13,14:35:56,0.1727595329284668,97.08168338704336,82.75879193646813,51.95566197064181,100.0,9.582784666461281,10.093608373423134
Normal,2025-05-13,15:06:35,7.921473323485556,80.94298327355995,82.6037391906408,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:45:55,110.54672443954432,59.525111346756056,82.73744829412594,32.752317838085155,97.89916316420104,5.038574596050402,5.453809717749636
Normal,2025-05-13,14:49:27,44.7823896869904,45.052996718603396,85.82947937404599,38.0337911479262,0.0,0.0020057472575365,98.74401495742352
Normal,2025-05-13,14:50:49,0.1727595329284668,38.77952147881434,86.50793567055167,24.578061923254843,1.3988077743329685,10.588894617915297,89.87609064125914
Normal,2025-05-13,14:53:20,170.53549979678434,63.491647304503296,86.74233070649595,18.081934539158386,0.0,1.2498997254891322,100.0
Normal,2025-05-13,15:46:05,0.1727595329284668,65.60785146340355,88.92602030493843,1.5427217890649612,0.0,10.8336195118351,96.59015408688794
Normal,2025-05-13,14:31:28,0.1727595329284668,53.8999408679097,78.18058995988125,3.683573570009268,0.0,36.89899016167086,99.77501358043344
Normal,2025-05-13,16:37:23,115.55702541190794,38.49231090604717,85.08806968456553,40.76208518369363,0.0,2.786706583073607,100.0
Normal,2025-05-13,15:12:55,35.258323721157325,100.0,91.36800075544754,10.898800245104955,0.0,0.0020057472575365,100.0
DDoS,2025-05-13,14:34:51,48.48430524411292,63.983496246374315,81.53562248023998,0.0863797664642334,100.0,0.0020057472575365,0.0
DDoS,2025-05-13,15:08:38,0.1727595329284668,22.033045386095843,87.03715508608074,16.018273818914018,100.0,0.0020057472575365,0.0
Normal,2025-05-13,14:30:57,0.1727595329284668,82.5186710178213,79.72774268337326,8.166344718178205,0.0,92.46499865248416,99.00681661709038
Normal,2025-05-13,14:29:10,1.8567218023768859,54.87059245237081,78.3878348502923,0.0863797664642334,0.0,576.3791660345865,95.95519751192333
DDoS,2025-05-13,16:30:00,140.9789839223575,37.52823112598791,83.8727066386467,0.0863797664642334,90.15845750456266,0.0020057472575365,0.0
Normal,2025-05-13,14:55:18,0.1727595329284668,56.68173324389289,81.40779258820149,42.17834227398095,100.0,0.7183950937733588,1.9686336063074772
Normal,2025-05-13,15:46:08,53.34761872851805,32.799047437777205,87.41840842291681,28.846482393528873,0.4754279417845486,5.985877791778398,100.0
DDoS,2025-05-13,14:37:22,50.90446232450003,42.648059076463475,87.31192708550918,22.952181446627783,100.0,1.1953602875069205,0.0
DDoS,2025-05-13,15:13:34,3.571636549869467,80.05352152576074,88.03488644694248,0.0863797664642334,96.69256612325701,4.803279916141677,7.367426977369953
Normal,2025-05-13,14:37:44,0.1727595329284668,33.37208982998516,86.87759816662633,0.0863797664642334,2.979000478093994,0.0020057472575365,100.0
DDoS,2025-05-13,15:39:47,78.5167405260188,36.54517069025143,83.2796205233393,4.697912468422901,100.0,5.581678932090531,10.732276547884835
DDoS,2025-05-13,14:32:43,85.37146825471586,74.54264535234215,79.57291125621612,18.609344004021047,100.0,0.0020057472575365,8.300169444872399
Normal,2025-05-13,14:30:06,0.1727595329284668,81.78565302064476,79.4233296923251,5.582796150227793,0.7712131218137006,154.02034197907005,97.8913932217532
Normal,2025-05-13,14:33:14,133.2203781084769,77.93784104500709,80.92782162602157,52.123775550797404,3.3300826777830284,12.395470006641117,100.0
Normal,2025-05-13,18:38:27,120.99725436593724,66.11599761602164,72.0139271730143,40.22671224681618,0.0,12.831662970574268,100.0
DDoS,2025-05-13,14:32:09,42.82922300514348,77.50786954205864,80.62499246885258,0.0863797664642334,94.84452812914455,6.855381408971357,0.0
Normal,2025-05-13,15:38:58,42.93345758392218,79.90470968825788,85.09934680413558,15.095718210222028,0.0,5.687378144375919,98.03240233593256
DDoS,2025-05-13,14:48:06,40.297116013758256,42.25656280449464,86.82416988922887,26.269662246203822,97.83855528635726,0.0020057472575365,3.2909994793836894
Normal,2025-05-13,16:24:52,0.1727595329284668,52.39804932981514,80.56152139003117,35.41625312741645,0.0,14.475368557451361,89.87496777487301
